Srno,EnglishRecepie,FlavourProfile,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Diet,Course,Cuisine,Region,StringCleanedLowerIngredientsFiltered,ProcessedCleanedLoweredIngredientsFiltered,common_alergens,URL
4880,Aglio E Olio Pasta Recipe with Roasted Cauliflower Peppers  Cashew Nuts,Savory,15,20,35,4,Vegetarian,Main Course,Italian Recipes,International,spaghetti pasta laung garlic olive oil chilli flakes herbs dried salt tabasco original hot sauce black pepper bell pepper capsicum cauliflower gobi florets cashew nuts,"['spaghetti', 'pasta', 'laung', 'garlic', 'olive', 'oil', 'chilli', 'flakes', 'herbs', 'salt', 'tabasco', 'original', 'hot', 'pepper', 'bell', 'pepper', 'capsicum', 'cauliflower', 'gobi', 'florets', 'cashew', 'nuts']",[],http://www.archanaskitchen.com/aglio-e-olio-pasta-recipe-with-roasted-cauliflower-peppers-cashew-nuts
4881,Udupi Style Alsande Kayi Saaru Recipe (Long Beans Gravy Recipe),Savory,10,30,40,4,Vegetarian,Lunch,Udupi,South India,string bean chavli tamarind water salt rice chilli coriander coriander methi methiseeds mustard laung garlic crushed mustard sprig curry mustard chilli,"['string', 'bean', 'chavli', 'tamarind', 'water', 'salt', 'rice', 'chilli', 'coriander', 'coriander', 'methi', 'methiseeds', 'mustard', 'laung', 'garlic', 'mustard', 'sprig', 'curry', 'mustard', 'chilli']",['mustard'],https://www.archanaskitchen.com/udupi-style-alsande-kayi-sarru-recipe-long-beans-gravy-recipe
4882,Greek Style Grilled Pita Pizza Recipe,Savory,10,20,30,4,Vegetarian,Appetizer,Greek,International,mini pita breads tomato quartered feta cheese crumbled fresh thyme dried black olives black peppercorns pound olive oil sprig coriander coriander hummus,"['mini', 'pita', 'breads', 'tomato', 'quartered', 'feta', 'cheese', 'crumbled', 'thyme', 'olives', 'peppercorns', 'pound', 'olive', 'oil', 'sprig', 'coriander', 'coriander', 'hummus']",['cheese'],https://www.archanaskitchen.com/greek-style-grilled-pita-pizza-recipe
4883,Baked Egg With Quinoa  Tomato Sauce Recipe,Savory,10,45,55,2,Non Vegeterian,Main Course,Continental,International,egg quinoa herbs chilli flakes olive oil cheddar cheese salt laung garlic onion tomato dried oregano herbs dried chilli flakes chilli sauce salt olive oil,"['egg', 'quinoa', 'herbs', 'chilli', 'flakes', 'olive', 'oil', 'cheddar', 'cheese', 'salt', 'laung', 'garlic', 'onion', 'tomato', 'oregano', 'herbs', 'chilli', 'flakes', 'chilli', 'salt', 'olive', 'oil']",['cheese'],https://www.archanaskitchen.com/baked-egg-with-quinoa-tomato-sauce-recipe
4884,Awadhi Style Kathal Ke Kebab Recipe Raw Jackfruit Kebabs,Savory,45,30,75,4,Vegetarian,Appetizer,Awadhi,North India,jackfruit kathal onions green chillies mint mint coriander coriander ginger laung garlic flour besan garam masala jeera jeera ground coriander coriander ground saufpowder amchur mango salt sunflower oil shallow,"['jackfruit', 'kathal', 'onions', 'chillies', 'mint', 'mint', 'coriander', 'coriander', 'ginger', 'laung', 'garlic', 'gram', 'flour', 'besan', 'garam', 'masala', 'jeera', 'jeera', 'roast', 'ground', 'coriander', 'coriander', 'roast', 'ground', 'saufpowder', 'amchur', 'mango', 'salt', 'oil', 'shallow']",['mango'],https://www.archanaskitchen.com/awadhi-style-kathal-ke-kebab-recipe
4885,Raw Papaya Kofta In Yogurt Curry Recipe,Savory,10,35,45,4,Vegetarian,Lunch,North Indian Recipes,North India,papaya cabbage patta gobi muttaikose potatoes aloo boiled flour besan jeera jeera chilli haldi haldi salt sunflower roasted curd curd curd flour besan chilli coriander coriander haldi haldi garam masala sugar salt mustard tej tej patta sprig curry ginger laung garlic sunflower oil,"['papaya', 'cabbage', 'patta', 'gobi', 'muttaikose', 'potatoes', 'aloo', 'boiled', 'gram', 'flour', 'besan', 'jeera', 'jeera', 'chilli', 'haldi', 'haldi', 'salt', 'curd', 'curd', 'curd', 'gram', 'flour', 'besan', 'chilli', 'coriander', 'coriander', 'haldi', 'haldi', 'garam', 'masala', 'sugar', 'salt', 'mustard', 'tej', 'tej', 'patta', 'sprig', 'curry', 'ginger', 'laung', 'garlic', 'oil']","['mustard', 'curd']",https://www.archanaskitchen.com/raw-papaya-kofta-in-yogurt-curry-recipe
4886,Kitkat Cake With Sponge Recipe (Eggless),Savory,25,25,50,2,Vegetarian,Dessert,Indian,Indian,wheat flour milk sunflower oil caster sugar vanilla extract cocoa baking soda baking ml fresh cream dark chocolate kitkat bars mms chocolate candies,"['wheat', 'flour', 'milk', 'oil', 'caster', 'sugar', 'vanilla', 'cocoa', 'baking', 'soda', 'baking', 'ml', 'cream', 'gram', 'chocolate', 'kitkat', 'bars', 'mms', 'chocolate', 'candies']",['milk'],https://www.archanaskitchen.com/kitkat-cake-with-healthy-sponge-recipe-eggless
4887,Strawberry Panna Cotta Tart With Chocolate Ganache Recipe,Savory,25,40,65,6,Non Vegeterian,Dessert,Continental,International,purpose flour maida sugar powdered salt butter unsalted chilled chilled water strawberries fresh cream gelatin unflavoured confectioners sugar salt dark chocolate fresh cream strawberries almond almond slivered pistachios slivered,"['flour', 'maida', 'sugar', 'salt', 'butter', 'chilled', 'chilled', 'water', 'strawberries', 'cream', 'gelatin', 'unflavoured', 'confectioners', 'sugar', 'salt', 'chocolate', 'cream', 'strawberries', 'almond', 'almond', 'slivered', 'pistachios', 'slivered']",['butter'],https://www.archanaskitchen.com/strawberry-panna-cotta-tart-with-chocolate-ganache-recipe
4888,Moroccan Chickpeas And Vegetable Stew Recipe With Couscous,Spicy,10,30,40,2,High Protein Vegetarian,Dinner,African,International,kabuli chana chickpeas brinjal baingan eggplant kaddu parangikai pumpkin butternut tomato onion sultanas sprig spinach cleaned garlic coriander coriander jeera jeera ginger haldi haldi chilli pepper couscous olive oil parsley salt,"['kabuli', 'chana', 'chickpeas', 'brinjal', 'baingan', 'eggplant', 'kaddu', 'parangikai', 'pumpkin', 'butternut', 'tomato', 'onion', 'sultanas', 'sprig', 'spinach', 'cleaned', 'garlic', 'minced', 'coriander', 'coriander', 'jeera', 'jeera', 'ginger', 'haldi', 'haldi', 'chilli', 'pepper', 'couscous', 'olive', 'oil', 'parsley', 'salt']","['eggplant', 'brinjal']",http://www.archanaskitchen.com/moroccan-chickpeas-and-vegetable-stew-recipe-with-couscous
4889,Baked Brie In Puff Pastry With Fruits Recipe,Sweet,10,25,35,2,Vegetarian,Dessert,Continental,International,brie cheese puff pastry sheet about apple strawberries hulled honey elaichi dalchini egg whisked fresh fruits serving crackers serving,"['brie', 'cheese', 'puff', 'pastry', 'sheet', 'about', 'apple', 'peeled', 'strawberries', 'hulled', 'honey', 'elaichi', 'dalchini', 'egg', 'whisked', 'fruits', 'serving', 'crackers', 'serving']","['apple', 'cheese']",http://www.archanaskitchen.com/baked-brie-in-puff-pastry-with-fruits-recipe
4890,Homemade Coconut Milk Recipe,Sweet,10,0,10,500,Vegetarian,Vegetarian,Indian,Indian,fresh coconut,['coconut'],[],http://www.archanaskitchen.com/homemade-coconut-milk-recipe
4891,Maharashtrian Golyachi Amti Recipe (Besan Balls In Tamarind Based Spicy Gravy),Savory,10,20,30,4,Vegetarian,Side Dish,Maharashtrian Recipes,West India,flour besan sunflower oil ajwain carom ginger garlic green chillies haldi haldi salt sunflower oil mustard jeera jeera curry hinghing onion ginger garlic flour besan coriander coriander coconut kopra gratedpowdered sesame til powdered tamarind jaggery amla size coriander coriander chilli salt,"['gram', 'flour', 'besan', 'oil', 'ajwain', 'carom', 'ginger', 'garlic', 'chillies', 'haldi', 'haldi', 'salt', 'oil', 'mustard', 'jeera', 'jeera', 'curry', 'hinghing', 'onion', 'ginger', 'garlic', 'gram', 'flour', 'besan', 'coriander', 'coriander', 'coconut', 'kopra', 'gratedpowdered', 'sesame', 'til', 'tamarind', 'jaggery', 'amla', 'size', 'coriander', 'coriander', 'chilli', 'salt']","['sesame', 'mustard']",http://www.archanaskitchen.com/maharashtrian-golyachi-amti-recipe-besan-balls-in-tamarind-based-spicy-gravy
4892,Ice Cream Tea Float Recipe,Savory,20,5,25,2,Vegetarian,Appetizer,European,International,tea monk oolong tea honey scoop vanilla ice cream scoops aerated water soda water,"['tea', 'monk', 'oolong', 'tea', 'honey', 'scoop', 'vanilla', 'ice', 'cream', 'scoops', 'aerated', 'water', 'soda', 'water']",[],http://www.archanaskitchen.com/ice-cream-tea-float-recipe
4893,Burani Raita Recipe  Garlic Based Yogurt,Savory,5,0,5,4,Vegetarian,Side Dish,Hyderabadi,South East India,curd curd curd laung garlic jeera jeera roasted chilli black saltkala namak your,"['curd', 'curd', 'curd', 'laung', 'garlic', 'minced', 'jeera', 'jeera', 'chilli', 'saltkala', 'namak', 'your']",['curd'],https://www.archanaskitchen.com/burani-raita-recipe-garlic-based-yogurt
4894,Matar Besan And Paneer Cheela Recipe Green Peas  Paneer Crepes,Savory,10,30,40,4,Vegetarian,North Indian Breakfast,North Indian Recipes,North India,green peas matar steamed flour besan paneer paneer ginger green chillies haldi haldi jeera jeera salt sunflower oil cheela salt sunflower oil pan roasting,"['peas', 'matar', 'steamed', 'gram', 'flour', 'besan', 'paneer', 'paneer', 'ginger', 'chillies', 'haldi', 'haldi', 'jeera', 'jeera', 'salt', 'oil', 'cheela', 'salt', 'oil', 'pan', 'roasting']",['paneer'],https://www.archanaskitchen.com/green-pea-pancake-recipe-matar-ka-cheela
4895,Moong Dal Potli Recipe  With Baked Option,Savory,20,20,40,6,Vegetarian,Snack,Indian,Indian,purpose flour maida ghee salt water moong dal hinghing garam masala chilli amchur mango coriander coriander saufseeds saunf coarsely pounded sunflower oil salt raisins slivered almond almond,"['flour', 'maida', 'ghee', 'salt', 'water', 'moong', 'dal', 'hinghing', 'garam', 'masala', 'chilli', 'amchur', 'mango', 'coriander', 'coriander', 'saufseeds', 'saunf', 'coarsely', 'pounded', 'oil', 'salt', 'raisins', 'slivered', 'almond', 'almond']","['mango', 'ghee']",https://www.archanaskitchen.com/moong-dal-potli-recipe-with-baked-option
4896,Mushroom  Bean Sloppy Joe Recipe,Sweet,150,30,180,4,High Protein Vegetarian,Dinner,Continental,International,burger buns button mushroom onion laung garlic bell pepper capsicum rajma large kidney beans tomato puree brown sugar demerara sugar sriracha sauce eggless mayonnaise salt cucumber onion,"['burger', 'buns', 'button', 'mushroom', 'onion', 'laung', 'garlic', 'bell', 'pepper', 'capsicum', 'rajma', 'large', 'kidney', 'beans', 'tomato', 'brown', 'sugar', 'sugar', 'sriracha', 'eggless', 'mayonnaise', 'salt', 'cucumber', 'onion']",['mushroom'],https://www.archanaskitchen.com/mushroom-bean-sloppy-joe-recipe
4897,Greek Style Broken Wheat Salad with Chickpeas Fresh Mint  Feta Recipe,Savory,20,45,65,4,Diabetic Friendly,World Breakfast,Greek,International,wheat dalia godumai rava kabuli chana chickpeas hours boiled laung garlic onions carrot carrot bell pepper capsicum broccoli tiny florets elaichi dalchini lemon juice caster sugar feta cheese crumbled mint mint olive oil saltand pepper seasoning,"['wheat', 'dalia', 'godumai', 'rava', 'kabuli', 'chana', 'chickpeas', 'hours', 'boiled', 'laung', 'garlic', 'minced', 'onions', 'carrot', 'carrot', 'bell', 'pepper', 'capsicum', 'broccoli', 'tiny', 'florets', 'elaichi', 'dalchini', 'lemon', 'caster', 'sugar', 'feta', 'cheese', 'crumbled', 'mint', 'mint', 'olive', 'oil', 'saltand', 'pepper', 'seasoning']","['cheese', 'carrot']",https://www.archanaskitchen.com/greek-style-broken-wheat-salad-with-chickpeas-fresh-mint-feta-recipe
4898,Kundapur Taal Masala Powder Recipe  Mangalorean Garlic Chilli Powder,Savory,15,10,25,4,Vegetarian,Side Dish,Mangalorean,South West India,chillies coriander coriander black peppercorns methi methiseeds jeera jeera haldi haldi laung garlic,"['chillies', 'coriander', 'coriander', 'peppercorns', 'methi', 'methiseeds', 'jeera', 'jeera', 'haldi', 'haldi', 'laung', 'garlic']",[],http://www.archanaskitchen.com/mangalorean-kundapur-masala-powder-recipe-bundt-style-basic-curry-powder-mix
4899,Meghalaya Style Do O Kalai Recipe  Chicken With Black Lentils,Savory,15,20,35,3,High Protein Non Vegetarian,Side Dish,North East India Recipes,North East India,chicken preferably skin black urad dal overnight onion ginger garlic green chillies adjust chilli chilly lemon juice soda baking soda sunflower oil salt,"['chicken', 'preferably', 'with', 'skin', 'urad', 'dal', 'overnight', 'onion', 'ginger', 'garlic', 'minced', 'chillies', 'adjust', 'chilli', 'chilly', 'lemon', 'soda', 'baking', 'soda', 'oil', 'salt']",['chicken'],https://www.archanaskitchen.com/meghalaya-style-do-o-kalai-recipe-chicken-in-black-lentils
4900,Goan Poee Recipe   Delicious Whole Wheat Buns Recipe,Savory,90,10,100,12,Vegetarian,Lunch,Goan Recipes,West India,purpose flour maida wheat flour wheat bran active yeast sugar salt water lukewarm,"['flour', 'maida', 'wheat', 'flour', 'wheat', 'bran', 'active', 'yeast', 'sugar', 'salt', 'water', 'lukewarm']",[],http://www.archanaskitchen.com/goan-poee-recipe-delicious-whole-wheat-buns-recipe
4901,Arbi Tomato Onion Sabzi Recipe (Spicy Colocasia Stir fry),Spicy,10,45,55,4,Vegetarian,Lunch,North Indian Recipes,North India,colocasia root arbi like fries onion tomato ginger garlic hinghing haldi haldi salt chilli coriander coriander garam masala green chillies chillies sunflower oil,"['colocasia', 'root', 'arbi', 'like', 'fries', 'onion', 'tomato', 'ginger', 'garlic', 'hinghing', 'haldi', 'haldi', 'salt', 'chilli', 'coriander', 'coriander', 'garam', 'masala', 'chillies', 'chillies', 'oil']",[],https://www.archanaskitchen.com/arbi-tomato-onion-sabzi-recipe-spicy-colocasia-stir-fry
4902,Creamy Mocha Lassi Recipe,Sweet,15,0,15,2,Vegetarian,Snack,Indian,Indian,hung curd greek curd milk water instant coffee honey cocoa ice,"['curd', 'curd', 'milk', 'water', 'instant', 'coffee', 'honey', 'cocoa', 'ice']","['milk', 'curd']",https://www.archanaskitchen.com/creamy-mocha-lassi-recipe
4903, Crispy Amla Gawar Phali Sabzi (Recipe In Hindi),Spicy,15,30,45,4,Vegetarian,Dinner,Rajasthani,North India,gwar pods green chillies straight half amla mustard jeera hing haldi coriander black pepper salt mustard oil,"['gwar', 'pods', 'chillies', 'straight', 'half', 'amla', 'mustard', 'jeera', 'hing', 'haldi', 'coriander', 'pepper', 'salt', 'mustard', 'oil']",['mustard'],http://www.archanaskitchen.com/crispy-amla-gawar-phali-sabzi-recipe-in-hindi
4904,Satori Recipe (Maharashtrian Mawa Flat Bread),Savory,30,40,70,4,Vegetarian,Dessert,Maharashtrian Recipes,West India,khoya mawa poppy dates kharik pud caster sugar ghee milk if purpose flour maida rava rava rava flour besan ghee heated,"['khoya', 'mawa', 'poppy', 'dates', 'kharik', 'pud', 'caster', 'sugar', 'ghee', 'milk', 'if', 'flour', 'maida', 'rava', 'rava', 'rava', 'gram', 'flour', 'besan', 'ghee', 'heated']","['ghee', 'milk']",https://www.archanaskitchen.com/satori-recipe-maharashtrian-mawa-flat-bread
4905,Balinese Black Rice Pudding Recipe,Sweet,0,90,90,4,Vegetarian,Dessert,Asian,International,black rice coconut milk water palm sugar salt ripe bananas palm sugar,"['rice', 'coconut', 'milk', 'water', 'palm', 'sugar', 'salt', 'bananas', 'palm', 'sugar']",['milk'],https://www.archanaskitchen.com/balinese-black-rice-pudding-recipe
4906,Asian Style Paper Wrapped Chicken Recipe,Savory,120,15,135,4,High Protein Non Vegetarian,Appetizer,Chinese,International,boneless chicken onion parsley chilli choppedadjust soy sauce salt pepper chilli sauce chinese spice spring onion bulb greens ginger garlic sunflower oil,"['boneless', 'chicken', 'minced', 'onion', 'parsley', 'chilli', 'choppedadjust', 'soy', 'salt', 'pepper', 'chilli', 'chinese', 'spice', 'spring', 'onion', 'bulb', 'greens', 'ginger', 'garlic', 'oil', 'cook']",['chicken'],https://www.archanaskitchen.com/paper-chicken-recipe
4907,Gujarati Biraj Recipe  Saffron Flavored Sweet Lentil Rice With Dry Fruits  Coconut,Sweet,60,30,90,4,Vegetarian,Dinner,Gujarati Recipes,West India,basmati rice chana dal bengal dal fresh coconut sugar cardamom elaichi freshly pounded saffron strands almond almond pistachios cashew nuts raisins ghee,"['basmati', 'rice', 'chana', 'dal', 'gram', 'dal', 'coconut', 'sugar', 'cardamom', 'elaichi', 'freshly', 'pounded', 'saffron', 'almond', 'almond', 'pistachios', 'cashew', 'nuts', 'raisins', 'ghee']",['ghee'],http://www.archanaskitchen.com/gujarati-biraj-recipe-saffron-flavored-sweet-lentil-rice-with-dry-fruits-and-coconut
4908,Asian Red Cabbage Salad With Roasted Peanuts Recipe,Savory,10,25,35,4,Vegetarian,Appetizer,Asian,International,sesame gingelly oil honey jeera jeera black pepper vinegar carrot carrot julianne cabbage onion peanut peanut roasted masala,"['sesame', 'gingelly', 'oil', 'honey', 'jeera', 'jeera', 'pepper', 'vinegar', 'carrot', 'carrot', 'julianne', 'cabbage', 'onion', 'peanut', 'peanut', 'with', 'masala']","['sesame', 'carrot']",http://www.archanaskitchen.com/asian-red-cabbage-salad-with-roasted-peanuts-recipe
4909,Jowar and Vegetable Porridge Recipe,Savory,5,15,20,4,Vegetarian,South Indian Breakfast,South Indian Recipes,South India,jowar ground coarse green beans french beans carrots carrot green chilli sprig curry coriander coriander garnish mustard sunflower oil salt,"['jowar', 'ground', 'coarse', 'beans', 'french', 'beans', 'carrots', 'carrot', 'chilli', 'sprig', 'curry', 'coriander', 'coriander', 'mustard', 'oil', 'salt']","['carrot', 'mustard']",http://www.archanaskitchen.com/jowar-and-vegetable-porridge-recipe
4910,Matta Rice Chemba Rice RecipePressure Cooker Method,Savory,30,40,70,4,Diabetic Friendly,Lunch,Kerala Recipes,South India,matta rice water salt if,"['matta', 'rice', 'water', 'salt', 'if']",[],https://www.archanaskitchen.com/matta-rice-chemba-rice-recipe-pressure-cooker-method
4911,Mint Flavoured Mixed Vegetable Pulao Recipe,Savory,10,20,30,4,Vegetarian,Main Course,Indian,Indian,basmati rice green peas matar carrot carrot green beans french beans onion salt coriander coriander mint mint choppedor dried mint sunflower oil garlic crushed green chillies jeera jeera mustard tej tej patta laung laung,"['basmati', 'rice', 'peas', 'matar', 'carrot', 'carrot', 'beans', 'french', 'beans', 'onion', 'salt', 'coriander', 'coriander', 'mint', 'mint', 'choppedor', 'mint', 'oil', 'cook', 'garlic', 'chillies', 'jeera', 'jeera', 'mustard', 'tej', 'tej', 'patta', 'laung', 'laung']","['carrot', 'mustard']",https://www.archanaskitchen.com/mint-flavoured-mixed-vegetable-pulao-recipe
4912,Verusenaga Sambar Recipe (Fresh Groundnuts Sambar),Savory,10,30,40,4,High Protein Vegetarian,Lunch,South Indian Recipes,South India,roasted peanut peanut onion sized jeera jeera sambar tamarind sprig coriander coriander tomato sprig curry sunflower oil chillies mustard,"['peanut', 'peanut', 'peeled', 'onion', 'sized', 'jeera', 'jeera', 'sambar', 'tamarind', 'sprig', 'coriander', 'coriander', 'tomato', 'sprig', 'curry', 'oil', 'chillies', 'mustard']",['mustard'],https://www.archanaskitchen.com/verusenaga-sambar-recipe-fresh-groundnuts-sambar
4913, Iyengar Style Masala Toast,Savory,10,30,40,4,Vegetarian,Snack,Karnataka,South India,bread loaf slice ghee carrots cabbage onion tomato ginger laung garlic rye hing garam masala salt green chili,"['bread', 'loaf', 'slice', 'ghee', 'carrots', 'cabbage', 'onion', 'tomato', 'ginger', 'laung', 'garlic', 'rye', 'hing', 'garam', 'masala', 'salt', 'chili']",['ghee'],https://www.archanaskitchen.com/iyengar-style-masala-toast-recipe-in-hindi
4914,Savoury Pancakes Recipe With Spinach  Paneer Filling,Savory,15,20,35,2,Vegetarian,World Breakfast,Continental,International,baby spinach tore blanched paneer paneer cubed jeera jeera chilli haldi haldi garam masala garlic green chillies mustard oil drizzle salt flour besan green chillies onion chilli haldi haldi garam masala mustard oil salt water batter,"['baby', 'spinach', 'tore', 'blanched', 'paneer', 'paneer', 'cubed', 'jeera', 'jeera', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'garlic', 'minced', 'chillies', 'mustard', 'oil', 'drizzle', 'salt', 'gram', 'flour', 'besan', 'chillies', 'onion', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'mustard', 'oil', 'salt', 'water', 'batter']","['paneer', 'mustard']",https://www.archanaskitchen.com/savoury-pancakes-recipe-with-spinach-paneer-filling
4915,Paneer Pasanda Recipe Cottage Cheese in Spicy Yogurt Curry,Savory,20,30,50,4,High Protein Vegetarian,Lunch,Awadhi,North India,paneer paneer curd curd curd flour besan chilli kasuri methi dried methileaves garam masala salt cashew nuts onion green chillies ginger laung garlic cardamom elaichi podsseeds deseeded sunflower oil,"['paneer', 'paneer', 'curd', 'curd', 'curd', 'gram', 'flour', 'besan', 'chilli', 'kasuri', 'methi', 'methileaves', 'garam', 'masala', 'salt', 'cashew', 'nuts', 'onion', 'chillies', 'ginger', 'laung', 'garlic', 'cardamom', 'elaichi', 'podsseeds', 'deseeded', 'oil']","['paneer', 'curd']",http://www.archanaskitchen.com/paneer-pasanda-recipe-cottage-cheese-in-spicy-yogurt-curry
4916,Quinoa Sweet Paniyaram Recipe,Sweet,10,40,50,4,Vegetarian,Snack,South Indian Recipes,South India,rice quinoa salt baking soda jaggery dissolved water cardamom elaichi ghee,"['rice', 'quinoa', 'salt', 'baking', 'soda', 'jaggery', 'dissolved', 'water', 'cardamom', 'elaichi', 'ghee']",['ghee'],https://www.archanaskitchen.com/quinoa-sweet-paniyaram-recipe
4917,Oatmeal Pancake Recipe With Orange,Sweet,10,20,30,4,Vegetarian,World Breakfast,Continental,International,wheat flour purpose flour maida instant oats oatmeal curd curd curd egg baking orange zest rind powdered fresh orange juice salt sunflower oil drizzle,"['wheat', 'flour', 'flour', 'maida', 'instant', 'oats', 'oatmeal', 'curd', 'curd', 'curd', 'egg', 'baking', 'orange', 'zest', 'rind', 'orange', 'salt', 'oil', 'drizzle']",['curd'],https://www.archanaskitchen.com/oatmeal-pancake-recipe-with-orange
4918, Chole Pindi Recipe,Savory,500,120,620,4,Vegetarian,Lunch,North Indian Recipes,North India,black overnight cardamom onion elaichi ginger green chillies straight tomato puree haldi pomegranate coriander garam masala amchur lemon juice chilli oil ghee salt ginger lemon grind,"['gram', 'overnight', 'cardamom', 'onion', 'elaichi', 'ginger', 'chillies', 'straight', 'tomato', 'haldi', 'pomegranate', 'coriander', 'garam', 'masala', 'amchur', 'lemon', 'chilli', 'oil', 'ghee', 'salt', 'ginger', 'lemon', 'grind']",['ghee'],https://www.archanaskitchen.com/chole-pindi-recipe-spicy-chickpea-curry-in-hindi
4919,Andhra Style Coconut Flavored Rice Upma Recipe,Spicy,10,40,50,4,Vegetarian,South Indian Breakfast,Andhra,South India,idli rice water hours fresh coconut chillies salt tamarind jaggery water coconut oil urad dal chana dal bengal dal curry chillies roasted peanut peanut,"['idli', 'rice', 'water', 'hours', 'coconut', 'chillies', 'salt', 'tamarind', 'jaggery', 'water', 'coconut', 'oil', 'urad', 'dal', 'chana', 'dal', 'gram', 'dal', 'curry', 'chillies', 'peanut', 'peanut']",[],https://www.archanaskitchen.com/andhra-style-coconut-flavored-rice-upma-recipe
4920,Vegetable Spring Rolls Recipe,Savory,10,30,40,4,Vegetarian,Snack,Chinese,International,spring roll wrappers cabbage patta gobi muttaikose carrots carrot green bell pepper capsicum onions ginger saltand pepper purpose flour maida dissolved water sunflower oil deep,"['spring', 'roll', 'wrappers', 'cabbage', 'patta', 'gobi', 'muttaikose', 'carrots', 'carrot', 'bell', 'pepper', 'capsicum', 'onions', 'ginger', 'saltand', 'pepper', 'flour', 'maida', 'dissolved', 'water', 'oil', 'deep']",['carrot'],http://www.archanaskitchen.com/vegetable-spring-rolls-recipe
4921,Avocado Ada Pradhaman Recipe (With Vegan Option),Sweet,10,40,50,4,Vegetarian,Dessert,South Indian Recipes,South India,rice ada readymade avocados ripe brown sugar demerara sugar cashew nuts almond almond milk saffron strands generous water cardamom elaichi podsseeds kesar milk masala kesar milk masala,"['rice', 'ada', 'readymade', 'avocados', 'brown', 'sugar', 'sugar', 'cashew', 'nuts', 'almond', 'almond', 'milk', 'saffron', 'generous', 'water', 'cardamom', 'elaichi', 'podsseeds', 'kesar', 'milk', 'masala', 'kesar', 'milk', 'masala']",['milk'],https://www.archanaskitchen.com/avocado-ada-pradhaman-recipe-with-vegan-option
4922,Murgh Masala Recipe  Chicken Tangdi Masala,Spicy,30,40,70,2,Non Vegeterian,Lunch,North Indian Recipes,North India,chicken legs lemon juice tenderize the chicken salt tenderize the chicken ginger garlic kashmiri chilli curd curd curd beaten onions ginger cardamom elaichi podsseeds elaichi stick dalchini tej tej patta tomato puree honey haldi haldi chilli jeera jeera garam masala salt mustard oil coriander coriander garnish,"['chicken', 'legs', 'lemon', 'tenderize', 'the', 'chicken', 'salt', 'tenderize', 'the', 'chicken', 'ginger', 'garlic', 'chilli', 'curd', 'curd', 'curd', 'beaten', 'onions', 'ginger', 'cardamom', 'elaichi', 'podsseeds', 'elaichi', 'dalchini', 'tej', 'tej', 'patta', 'tomato', 'honey', 'haldi', 'haldi', 'chilli', 'jeera', 'jeera', 'garam', 'masala', 'salt', 'mustard', 'oil', 'coriander', 'coriander']","['mustard', 'chicken', 'curd']",http://www.archanaskitchen.com/murgh-masala-recipe-chicken-legs-in-a-spicy-sauce
4923,Baked Chinese Potato Recipe (Koorka Mezhukuperatti),Savory,10,20,30,4,Vegetarian,Lunch,Kerala Recipes,South India,chinese potato size haldi haldi shallots large onion laung garlic chilli flakes adjust spice tolerance salt sprig curry coconut oil enough shallow fresh coconut,"['chinese', 'potato', 'size', 'haldi', 'haldi', 'shallots', 'large', 'onion', 'laung', 'garlic', 'chilli', 'flakes', 'adjust', 'spice', 'tolerance', 'salt', 'sprig', 'curry', 'coconut', 'oil', 'enough', 'shallow', 'fry', 'coconut']",[],https://www.archanaskitchen.com/baked-chinese-potato-recipe-koorka-mezhukuperatti
4924,Perfect Christmas Roast Potatoes Recipe,Savory,10,45,55,4,Vegetarian,Dinner,European,International,potatoes aloo big chunks corn flour flour chilli garlic onion salt butter sunflower oil,"['potatoes', 'aloo', 'peeled', 'big', 'chunks', 'corn', 'flour', 'flour', 'chilli', 'garlic', 'onion', 'salt', 'butter', 'oil']","['butter', 'corn']",https://www.archanaskitchen.com/perfect-christmas-roast-potatoes-recipe
4925,Iyengar Bakery Style Masala Bread Recipe,Savory,0,25,25,5,Vegetarian,Snack,Karnataka,South India,wheat brown bread slices sunflower oil mustard jeera jeera green chillies onion tomato deseeded cabbage patta gobi muttaikose carrots carrot green bell pepper capsicum chilli chaat masala tomato ketchup salt coriander coriander,"['wheat', 'brown', 'bread', 'slices', 'oil', 'mustard', 'jeera', 'jeera', 'chillies', 'onion', 'tomato', 'deseeded', 'cabbage', 'patta', 'gobi', 'muttaikose', 'carrots', 'carrot', 'bell', 'pepper', 'capsicum', 'chilli', 'chaat', 'masala', 'tomato', 'ketchup', 'salt', 'coriander', 'coriander']","['carrot', 'mustard']",http://www.archanaskitchen.com/iyengar-bakery-style-masala-bread-recipe
4926,Simple  Easy Chicken Cutlet Recipe  High Protein Dish,Spicy,10,30,40,4,Vegetarian,Appetizer,Continental,International,chicken breasts potato aloo boiled mashed onion green chillies saufseeds saunf coarsely pounded garam masala haldi haldi chilli coriander coriander salt sunflower oil shallow egg beaten wheat bread crumbs,"['chicken', 'minced', 'potato', 'aloo', 'boiled', 'onion', 'chillies', 'saufseeds', 'saunf', 'coarsely', 'pounded', 'garam', 'masala', 'haldi', 'haldi', 'chilli', 'coriander', 'coriander', 'salt', 'oil', 'shallow', 'egg', 'beaten', 'wheat', 'bread', 'crumbs']",['chicken'],https://www.archanaskitchen.com/chicken-cutlet-recipe
